phase,arm,outer_fold,inner_fold,candidate,seed,started,status,finished,seconds,train_n,val_n,parameters,steps,checkpoints,artifact,choice,test_n
outer,wst,1,,,0,2026-09-22T04:13:57.944139+00:00,complete,2026-09-22T04:14:46.606291+00:00,51.1240199570002,1300,,111,820,,outer/wst_o1_seed0.json,"{'arm': 'wst', 'outer_fold': 1, 'candidate': 'compact_once', 'candidate_order': 0, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6051342579970459, 'accuracy': 0.6361538461538462}",320.0
outer,wst,1,,,1,2026-09-22T04:14:50.513363+00:00,complete,2026-09-22T04:15:36.737998+00:00,51.17001109699959,1300,,111,820,,outer/wst_o1_seed1.json,"{'arm': 'wst', 'outer_fold': 1, 'candidate': 'compact_once', 'candidate_order': 0, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6051342579970459, 'accuracy': 0.6361538461538462}",320.0
outer,wst,1,,,2,2026-09-22T04:16:23.625360+00:00,complete,2026-09-22T04:17:11.833289+00:00,50.67822243300179,1300,,111,820,,outer/wst_o1_seed2.json,"{'arm': 'wst', 'outer_fold': 1, 'candidate': 'compact_once', 'candidate_order': 0, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6051342579970459, 'accuracy': 0.6361538461538462}",320.0
outer,wst,2,,,0,2026-09-22T04:13:57.949138+00:00,complete,2026-09-22T04:14:51.246840+00:00,55.75766463000036,1300,,111,820,,outer/wst_o2_seed0.json,"{'arm': 'wst', 'outer_fold': 2, 'candidate': 'reupload_2', 'candidate_order': 1, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6460679860362532, 'accuracy': 0.6876923076923077}",320.0
outer,wst,2,,,1,2026-09-22T04:15:33.208216+00:00,complete,2026-09-22T04:16:25.668147+00:00,57.40644240599977,1300,,111,820,,outer/wst_o2_seed1.json,"{'arm': 'wst', 'outer_fold': 2, 'candidate': 'reupload_2', 'candidate_order': 1, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6460679860362532, 'accuracy': 0.6876923076923077}",320.0
outer,wst,2,,,2,2026-09-22T04:17:06.635155+00:00,complete,2026-09-22T04:17:56.438420+00:00,54.74737272299899,1300,,111,820,,outer/wst_o2_seed2.json,"{'arm': 'wst', 'outer_fold': 2, 'candidate': 'reupload_2', 'candidate_order': 1, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6460679860362532, 'accuracy': 0.6876923076923077}",320.0
outer,wst,3,,,0,2026-09-22T04:13:57.954535+00:00,complete,2026-09-22T04:14:45.796340+00:00,50.29821818199889,1300,,111,820,,outer/wst_o3_seed0.json,"{'arm': 'wst', 'outer_fold': 3, 'candidate': 'compact_once', 'candidate_order': 0, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6598046899595624, 'accuracy': 0.6815384615384615}",320.0
outer,wst,3,,,1,2026-09-22T04:15:34.373638+00:00,complete,2026-09-22T04:16:22.584791+00:00,50.67887141400024,1300,,111,820,,outer/wst_o3_seed1.json,"{'arm': 'wst', 'outer_fold': 3, 'candidate': 'compact_once', 'candidate_order': 0, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6598046899595624, 'accuracy': 0.6815384615384615}",320.0
outer,wst,3,,,2,2026-09-22T04:17:11.893686+00:00,complete,2026-09-22T04:17:57.955267+00:00,51.00572438299969,1300,,111,820,,outer/wst_o3_seed2.json,"{'arm': 'wst', 'outer_fold': 3, 'candidate': 'compact_once', 'candidate_order': 0, 'n_layers': 2, 'epochs': 20, 'macro_f1': 0.6598046899595624, 'accuracy': 0.6815384615384615}",320.0
outer,wst,4,,,0,2026-09-22T04:13:57.954605+00:00,complete,2026-09-22T04:15:39.399543+00:00,108.84826401499959,1300,,111,1640,,outer/wst_o4_seed0.json,"{'arm': 'wst', 'outer_fold': 4, 'candidate': 'reupload_2', 'candidate_order': 1, 'n_layers': 2, 'epochs': 40, 'macro_f1': 0.5783668085467916, 'accuracy': 0.6246153846153846}",320.0
outer,wst,4,,,1,2026-09-22T04:15:39.411010+00:00,complete,2026-09-22T04:17:24.267384+00:00,112.2810766980001,1300,,111,1640,,outer/wst_o4_seed1.json,"{'arm': 'wst', 'outer_fold': 4, 'candidate': 'reupload_2', 'candidate_order': 1, 'n_layers': 2, 'epochs': 40, 'macro_f1': 0.5783668085467916, 'accuracy': 0.6246153846153846}",320.0
outer,wst,4,,,2,2026-09-22T04:17:24.278495+00:00,complete,2026-09-22T04:18:50.668778+00:00,93.8133823600001,1300,,111,1640,,outer/wst_o4_seed2.json,"{'arm': 'wst', 'outer_fold': 4, 'candidate': 'reupload_2', 'candidate_order': 1, 'n_layers': 2, 'epochs': 40, 'macro_f1': 0.5783668085467916, 'accuracy': 0.6246153846153846}",320.0
