,accuracy,accuracy,balanced_accuracy,balanced_accuracy,macro_f1,macro_f1,patient_accuracy,patient_accuracy,patient_macro_f1,patient_macro_f1
,mean,std,mean,std,mean,std,mean,std,mean,std
arm,,,,,,,,,,
vmd,0.6794238683127573,0.026795622503646418,0.6960262345679012,0.024090431734973407,0.6551839369245902,0.02585275108825123,0.775,0.012500000000000025,0.7605589363648817,0.005345861918940294
wst,0.6304526748971193,0.01640551379858237,0.63625,0.014555437016527962,0.6010861669273296,0.015620647331500544,0.7583333333333333,0.014433756729740664,0.7285531883429366,0.012171610630095739
