model,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_sensitivity,macro_specificity,sens_ARR,spec_ARR,prec_ARR,f1_ARR,support_ARR,sens_CHF,spec_CHF,prec_CHF,f1_CHF,support_CHF,sens_NSR,spec_NSR,prec_NSR,f1_NSR,support_NSR,cm,patient_accuracy,patient_balanced_accuracy,patient_macro_f1,patient_macro_sensitivity,patient_macro_specificity,patient_cm,n_windows,fold
wst_original_seed1,0.6625,0.7328703703703704,0.6629030559756816,0.6698659859693379,0.7328703703703704,0.8464590964590964,0.5277777777777778,0.9214285714285714,0.8962264150943396,0.6643356643356644,180,0.8333333333333334,0.7346153846153847,0.42016806722689076,0.558659217877095,60,0.8375,0.8833333333333333,0.7052631578947368,0.7657142857142857,80,"95,64,21;3,50,7;8,5,67",0.75,0.8518518518518517,0.7566137566137566,0.8518518518518517,0.8952991452991452,"5,3,1;0,3,0;0,0,4",320,1
wst_original_seed1,0.64375,0.6466666666666666,0.6059818471962866,0.655471530620945,0.6466666666666666,0.8119658119658121,0.64,0.7666666666666667,0.8205128205128205,0.7191011235955057,200,0.6666666666666666,0.8423076923076923,0.49382716049382713,0.5673758865248227,60,0.6333333333333333,0.8269230769230769,0.4578313253012048,0.5314685314685315,60,"128,31,41;16,40,4;12,10,38",0.75,0.7888888888888889,0.7314814814814815,0.7888888888888889,0.8675213675213675,"7,1,2;1,2,0;0,0,3",320,2
wst_original_seed1,0.5125,0.47453703703703703,0.45552757005031624,0.512125008655311,0.47453703703703703,0.7343559218559218,0.5444444444444444,0.6142857142857143,0.6447368421052632,0.5903614457831324,180,0.21666666666666667,0.8346153846153846,0.23214285714285715,0.22413793103448276,60,0.6625,0.7541666666666667,0.4732142857142857,0.5520833333333334,80,"98,39,43;31,13,16;23,4,53",0.75,0.6574074074074073,0.6857142857142858,0.6574074074074073,0.8315018315018315,"8,1,0;2,1,0;1,0,3",320,3
wst_original_seed1,0.684375,0.7305555555555555,0.6664858757781033,0.6937758561455913,0.7305555555555555,0.8435897435897436,0.625,0.85,0.8741258741258742,0.728862973760933,200,0.7666666666666667,0.8076923076923077,0.4791666666666667,0.5897435897435898,60,0.8,0.8730769230769231,0.5925925925925926,0.6808510638297872,60,"125,44,31;12,46,2;6,6,48",0.8125,0.9,0.8102240896358542,0.9,0.923076923076923,"7,2,1;0,3,0;0,0,3",320,4
wst_new_seed1,0.6205882352941177,0.6202777777777778,0.5826401067194268,0.6229596654525833,0.6202777777777778,0.7998168498168498,0.59,0.75,0.7712418300653595,0.6685552407932012,200,0.43333333333333335,0.8571428571428571,0.3939393939393939,0.4126984126984127,60,0.8375,0.7923076923076923,0.5537190082644629,0.6666666666666667,80,"118,38,44;24,26,10;11,2,67",0.6875,0.6666666666666666,0.6388888888888888,0.6666666666666666,0.8412698412698413,"6,0,3;1,1,1;0,0,4",340,0
wst_new_seed1,0.678125,0.7185185185185184,0.6756274388477372,0.6912892674604508,0.7185185185185184,0.8421703296703297,0.6055555555555555,0.8428571428571429,0.8320610687022901,0.7009646302250804,180,0.8,0.7461538461538462,0.42105263157894735,0.5517241379310345,60,0.75,0.9375,0.8,0.7741935483870969,80,"109,58,13;10,48,2;12,8,60",0.9375,0.9629629629629629,0.9327731092436974,0.9629629629629629,0.9743589743589745,"8,1,0;0,3,0;0,0,4",320,1
wst_new_seed1,0.671875,0.6966666666666667,0.6439872254294645,0.6822428143040737,0.6966666666666667,0.8324786324786325,0.64,0.8166666666666667,0.8533333333333334,0.7314285714285714,200,0.7166666666666667,0.8538461538461538,0.5308641975308642,0.6099290780141844,60,0.7333333333333333,0.8269230769230769,0.4943820224719101,0.5906040268456376,60,"128,31,41;13,43,4;9,7,44",0.8125,0.8222222222222223,0.7973684210526315,0.8222222222222223,0.8931623931623932,"8,0,2;1,2,0;0,0,3",320,2
wst_new_seed1,0.51875,0.4842592592592592,0.46268738468947374,0.5182666177314372,0.4842592592592592,0.7406746031746031,0.5444444444444444,0.6428571428571429,0.6621621621621622,0.5975609756097561,180,0.23333333333333334,0.85,0.2641509433962264,0.24778761061946902,60,0.675,0.7291666666666666,0.453781512605042,0.542713567839196,80,"98,33,49;30,14,16;20,6,54",0.6875,0.6666666666666666,0.6352941176470589,0.6666666666666666,0.8235653235653236,"6,1,2;2,1,0;0,0,4",320,3
wst_new_seed1,0.65625,0.6455555555555555,0.6156034539078914,0.6597796166199803,0.6455555555555555,0.7991452991452991,0.67,0.6666666666666666,0.7701149425287356,0.716577540106952,200,0.45,0.8461538461538461,0.40298507462686567,0.4251968503937008,60,0.8166666666666667,0.8846153846153846,0.620253164556962,0.7050359712230216,60,"134,37,29;32,27,1;8,3,49",0.75,0.7111111111111111,0.6857142857142858,0.7111111111111111,0.8376068376068376,"8,1,1;2,1,0;0,0,3",320,4
wst_original_seed2,0.6852941176470588,0.6644444444444445,0.6375088656495692,0.6838165389746825,0.6644444444444445,0.8288461538461537,0.685,0.7642857142857142,0.8058823529411765,0.7405405405405406,200,0.43333333333333335,0.9107142857142857,0.5098039215686274,0.46846846846846846,60,0.875,0.8115384615384615,0.5882352941176471,0.7035175879396985,80,"137,23,40;25,26,9;8,2,70",0.6875,0.6666666666666666,0.6388888888888888,0.6666666666666666,0.8412698412698413,"6,0,3;1,1,1;0,0,4",340,0
wst_original_seed2,0.6875,0.7328703703703704,0.6783512149824725,0.6916132045610022,0.7328703703703704,0.8508241758241759,0.5944444444444444,0.8928571428571429,0.8770491803278688,0.7086092715231788,180,0.7666666666666667,0.8346153846153846,0.5168539325842697,0.6174496644295303,60,0.8375,0.825,0.6146788990825688,0.708994708994709,80,"107,41,32;4,46,10;11,2,67",0.875,0.9259259259259259,0.8736772486772487,0.9259259259259259,0.9465811965811967,"7,1,1;0,3,0;0,0,4",320,1
wst_original_seed2,0.690625,0.6911111111111111,0.6570019841543919,0.6985826896563279,0.6911111111111111,0.8297008547008548,0.69,0.7583333333333333,0.8263473053892215,0.752043596730245,200,0.6666666666666666,0.8961538461538462,0.5970149253731343,0.6299212598425197,60,0.7166666666666667,0.8346153846153846,0.5,0.5890410958904109,60,"138,23,39;16,40,4;13,4,43",0.875,0.8555555555555555,0.8523809523809525,0.8555555555555555,0.9188034188034188,"9,0,1;1,2,0;0,0,3",320,2
wst_original_seed2,0.5625,0.5092592592592592,0.48212008236944426,0.5481468405994484,0.5092592592592592,0.7545482295482295,0.6111111111111112,0.6142857142857143,0.6707317073170732,0.6395348837209301,180,0.16666666666666666,0.9076923076923077,0.29411764705882354,0.21276595744680848,60,0.75,0.7416666666666667,0.4918032786885246,0.5940594059405939,80,"110,21,49;37,10,13;17,3,60",0.8125,0.7407407407407408,0.7436647173489278,0.7407407407407408,0.876984126984127,"8,0,1;2,1,0;0,0,4",320,3
wst_original_seed2,0.6625,0.6994444444444444,0.6370934998715957,0.6694200069725703,0.6994444444444444,0.827136752136752,0.615,0.8083333333333333,0.8424657534246576,0.7109826589595376,200,0.6,0.8461538461538461,0.47368421052631576,0.5294117647058824,60,0.8833333333333333,0.8269230769230769,0.5408163265306123,0.6708860759493671,60,"123,36,41;20,36,4;3,4,53",0.75,0.7888888888888889,0.7354497354497355,0.7888888888888889,0.8675213675213675,"7,2,1;1,2,0;0,0,3",320,4
wst_new_seed2,0.5794117647058824,0.5702777777777778,0.5373653506986841,0.5871723048193636,0.5702777777777778,0.7807692307692308,0.565,0.7357142857142858,0.7533333333333333,0.6457142857142856,200,0.38333333333333336,0.8142857142857143,0.30666666666666664,0.34074074074074073,60,0.7625,0.7923076923076923,0.5304347826086957,0.6256410256410256,80,"113,46,41;24,23,13;13,6,61",0.625,0.5833333333333334,0.5837789661319074,0.5833333333333334,0.7936507936507936,"6,0,3;1,1,1;1,0,3",340,0
wst_new_seed2,0.659375,0.7069444444444445,0.6583856126165518,0.6691798719108848,0.7069444444444445,0.8327380952380953,0.5666666666666667,0.8357142857142857,0.816,0.6688524590163933,180,0.7666666666666667,0.75,0.4144144144144144,0.5380116959064327,60,0.7875,0.9125,0.75,0.7682926829268292,80,"102,59,19;12,46,2;11,6,63",0.875,0.9259259259259259,0.875,0.9259259259259259,0.9487179487179488,"7,2,0;0,3,0;0,0,4",320,1
wst_new_seed2,0.640625,0.6644444444444444,0.6095558945673362,0.6550096936181032,0.6644444444444444,0.8226495726495727,0.61,0.8333333333333334,0.8591549295774648,0.7134502923976608,200,0.65,0.85,0.5,0.5652173913043479,60,0.7333333333333333,0.7846153846153846,0.44,0.5499999999999999,60,"122,28,50;15,39,6;5,11,44",0.8125,0.8222222222222223,0.7973684210526315,0.8222222222222223,0.8931623931623932,"8,0,2;1,2,0;0,0,3",320,2
wst_new_seed2,0.515625,0.49259259259259264,0.47221686488803166,0.5195435551269688,0.49259259259259264,0.7418040293040292,0.5277777777777778,0.6571428571428571,0.6643356643356644,0.588235294117647,180,0.3,0.8307692307692308,0.2903225806451613,0.29508196721311475,60,0.65,0.7375,0.45217391304347826,0.5333333333333333,80,"95,36,49;28,18,14;20,8,52",0.6875,0.6666666666666666,0.6352941176470589,0.6666666666666666,0.8235653235653236,"6,1,2;2,1,0;0,0,4",320,3
wst_new_seed2,0.68125,0.6861111111111112,0.6477217925641915,0.687089409956702,0.6861111111111112,0.8228632478632479,0.675,0.7416666666666667,0.8132530120481928,0.7377049180327869,200,0.55,0.8461538461538461,0.4520547945205479,0.49624060150375937,60,0.8333333333333334,0.8807692307692307,0.6172839506172839,0.7092198581560284,60,"135,36,29;25,33,2;6,4,50",0.75,0.7111111111111111,0.6857142857142858,0.7111111111111111,0.8376068376068376,"8,1,1;2,1,0;0,0,3",320,4
